[374],Trajectory9Style-Carry,0
[378],Trajectory10PositionX,0
[379],Trajectory10PositionZ,0
[380],Trajectory10DirectionX,0
[381],Trajectory10DirectionZ,0
[382],Trajectory10Style-Idle,0
[383],Trajectory10Style-Walk,0
[384],Trajectory10Style-Run,0
[385],Trajectory10Style-Carry,0
[389],Trajectory11PositionX,0
[390],Trajectory11PositionZ,0
[391],Trajectory11DirectionX,0
[392],Trajectory11DirectionZ,0
[393],Trajectory11Style-Idle,0
[394],Trajectory11Style-Walk,0
[395],Trajectory11Style-Run,0
[396],Trajectory11Style-Carry,0
[400],Trajectory12PositionX,0
[401],Trajectory12PositionZ,0
[402],Trajectory12DirectionX,0
[403],Trajectory12DirectionZ,0
[404],Trajectory12Style-Idle,0
[405],Trajectory12Style-Walk,0
[406],Trajectory12Style-Run,0
[407],Trajectory12Style-Carry,0
[411],Trajectory13PositionX,0
[412],Trajectory13PositionZ,0
[413],Trajectory13DirectionX,0
[414],Trajectory13DirectionZ,0
[415],Trajectory13Style-Idle,0
[416],Trajectory13Style-Walk,0
[417],Trajectory13Style-Run,0
[418],Trajectory13Style-Carry,0
[423],InverseTrajectoryPosition-7Z,0
[424],InverseTrajectoryDirection-7X,0
[425],InverseTrajectoryDirection-7Z,0
[427],InverseTrajectoryPosition-8Z,0
[429],InverseTrajectoryDirection-8Z,0
[431],InverseTrajectoryPosition-9Z,0
[433],InverseTrajectoryDirection-9Z,0
[435],InverseTrajectoryPosition-10Z,0
[437],InverseTrajectoryDirection-10Z,0
[439],InverseTrajectoryPosition-11Z,0
[447],InverseTrajectoryPosition-13Z,0
[451],GoalPosition-1Y,0
[452],GoalPosition-1Z,0
[456],Action1-Idle,0
[457],Action1-Walk,0
[458],Action1-Run,0
[459],Action1-Carry,0
[462],GoalPosition-2X,0
[463],GoalPosition-2Y,0
[468],Action2-Idle,0
[469],Action2-Walk,0
[470],Action2-Run,0
[471],Action2-Carry,0
[474],GoalPosition-3X,0
[475],GoalPosition-3Y,0
[476],GoalPosition-3Z,0
[477],GoalDirection-3X,0
[480],Action3-Idle,0
[481],Action3-Walk,0
[482],Action3-Run,0
[483],Action3-Carry,0
[486],GoalPosition-4X,0
[487],GoalPosition-4Y,0
[488],GoalPosition-4Z,0
[489],GoalDirection-4X,0
[491],GoalDirection-4Z,0
[492],Action4-Idle,0
[493],Action4-Walk,0
[494],Action4-Run,0
[495],Action4-Carry,0
[498],GoalPosition-5X,0
[499],GoalPosition-5Y,0
[500],GoalPosition-5Z,0
[501],GoalDirection-5X,0
[503],GoalDirection-5Z,0
[504],Action5-Idle,0
[505],Action5-Walk,0
[506],Action5-Run,0
[507],Action5-Carry,0
[509],Action5-Sit,0
[510],GoalPosition-6X,0
[511],GoalPosition-6Y,0
[512],GoalPosition-6Z,0
[513],GoalDirection-6X,0
[515],GoalDirection-6Z,0
[516],Action6-Idle,0
[517],Action6-Walk,0
[518],Action6-Run,0
[519],Action6-Carry,0
[521],Action6-Sit,0
[522],GoalPosition-7X,0
[523],GoalPosition-7Y,0
[524],GoalPosition-7Z,0
[527],GoalDirection-7Z,0
[528],Action7-Idle,0
[529],Action7-Walk,0
[530],Action7-Run,0
[531],Action7-Carry,0
[533],Action7-Sit,0
[534],GoalPosition-8X,0
[535],GoalPosition-8Y,0
[536],GoalPosition-8Z,0
[539],GoalDirection-8Z,0
[540],Action8-Idle,0
[541],Action8-Walk,0
[542],Action8-Run,0
[543],Action8-Carry,0
[545],Action8-Sit,0
[546],GoalPosition-9X,0
[547],GoalPosition-9Y,0
[548],GoalPosition-9Z,0
[551],GoalDirection-9Z,0
[552],Action9-Idle,0
[553],Action9-Walk,0
[554],Action9-Run,0
[555],Action9-Carry,0
[557],Action9-Sit,0
[558],GoalPosition-10X,0
[559],GoalPosition-10Y,0
[560],GoalPosition-10Z,0
[563],GoalDirection-10Z,0
[564],Action10-Idle,0
[565],Action10-Walk,0
[566],Action10-Run,0
[567],Action10-Carry,0
[569],Action10-Sit,0
[570],GoalPosition-11X,0
[571],GoalPosition-11Y,0
[572],GoalPosition-11Z,0
[575],GoalDirection-11Z,0
[576],Action11-Idle,0
[577],Action11-Walk,0
[578],Action11-Run,0
[579],Action11-Carry,0
[581],Action11-Sit,0
[582],GoalPosition-12X,0
[583],GoalPosition-12Y,0
[584],GoalPosition-12Z,0
[587],GoalDirection-12Z,0
[588],Action12-Idle,0
[589],Action12-Walk,0
[590],Action12-Run,0
[591],Action12-Carry,0
[593],Action12-Sit,0
[594],GoalPosition-13X,0
[595],GoalPosition-13Y,0
[596],GoalPosition-13Z,0
[599],GoalDirection-13Z,0
[600],Action13-Idle,0
[601],Action13-Walk,0
[602],Action13-Run,0
[605],Action13-Sit,0
[607],Contact-2,0
[608],Contact-3,0
[609],Contact-4,0
[610],Contact-5,0
